#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="CoalescentExponential.t:true_alignment" spec="beast.evolution.tree.coalescent.Coalescent">
#            <populationModel id="ExponentialGrowth.t:true_alignment" spec="beast.evolution.tree.coalescent.ExponentialGrowth">
#                <parameter id="ePopSize.t:true_alignment" name="popSize" spec="beast.core.parameter.RealParameter">0.3</parameter>
#                <parameter id="growthRate.t:true_alignment" name="growthRate" spec="beast.core.parameter.RealParameter">3.0E-4</parameter>
#            </populationModel>
#            <treeIntervals id="TreeIntervals.t:true_alignment" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:true_alignment" spec="beast.evolution.tree.Tree">
#                    <taxonset id="TaxonSet.true_alignment" spec="beast.evolution.alignment.TaxonSet">
#                    </taxonset>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <prior id="ePopSizePrior.t:true_alignment" name="distribution" x="@ePopSize.t:true_alignment">
#            <OneOnX id="OneOnX.100" name="distr"/>
#        </prior>
#        <prior id="GrowthRatePrior.t:true_alignment" name="distribution" x="@growthRate.t:true_alignment">
#            <LaplaceDistribution id="LaplaceDistribution.101" name="distr">
#                <parameter estimate="false" id="RealParameter.200" name="mu" spec="beast.core.parameter.RealParameter">0.0</parameter>
#                <parameter estimate="false" id="RealParameter.201" name="scale" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </LaplaceDistribution>
#        </prior>
#        <prior id="KappaPrior.s:true_alignment" name="distribution">
#            <parameter id="kappa.s:true_alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:true_alignment" name="distribution">
#            <parameter id="ucldStdev.c:true_alignment" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@true_alignment" id="treeLikelihood.true_alignment" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:true_alignment">
#            <siteModel id="SiteModel.s:true_alignment" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:true_alignment" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:true_alignment" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:true_alignment" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:true_alignment" kappa="@kappa.s:true_alignment" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:true_alignment" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:true_alignment" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:true_alignment" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:true_alignment">
#                <LogNormal S="@ucldStdev.c:true_alignment" id="LogNormalDistributionModel.c:true_alignment" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:true_alignment" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:true_alignment" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	CoalescentExponential	ePopSize	growthRate
3229000	-830.0883369190398	-814.8404146936812	-15.24792222535856	-814.8404146936812	1.3497731117910767	1.172523812659081	0.2635501836547561	0.2621775962611817	0.2711675215933084	0.20310469849075355	0.6019763970667632	0.8304612418994644	0.12169842929522684	0.36125666505828274	-8.934043523888029	7.220763403997209	0.7947912193603472
3230000	-831.4734862170424	-816.5062609257626	-14.967225291279764	-816.5062609257626	1.4212986871043816	1.172523812659081	0.2838304258513511	0.24189735406458668	0.2711675215933084	0.20310469849075355	0.9452989461810357	0.9245187951347484	0.21824493873193523	0.5128809532524786	-5.6793372396872135	12.5178422973334	2.1118500894110688
3231000	-828.4086587948252	-812.0920545312583	-16.31660426356683	-812.0920545312583	2.159846963417681	1.172523812659081	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	0.9452989461810357	0.6881055926448744	0.67733295666105	0.9648008365809223	-9.03928896701904	3.910814663146941	1.2646866386766937
3232000	-832.3617518951692	-817.2308710997887	-15.130880795380428	-817.2308710997887	1.4496803167248167	1.172523812659081	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	0.9163097545136155	1.3879078660633277	0.9097134986654726	0.693759397883238	-6.913246664142994	8.761863876470212	1.488590299341859
3233000	-835.2276329203472	-816.0094039678526	-19.218228952494677	-816.0094039678526	3.847187825152642	1.172523812659081	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	1.1818618600666868	0.5085023528993133	0.3256920019066448	1.061381879091597	-11.74322253888038	6.243224754722259	0.2723617418558175
3234000	-834.4908976350016	-815.8365915116988	-18.654306123302845	-815.8365915116988	2.418650314126461	1.172523812659081	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	1.1818618600666868	0.6860180654677622	0.9158195957437668	1.1823957163032384	-8.814367630782867	26.451573454237504	1.1934750128620017
3235000	-836.5545967785632	-818.746468254841	-17.808128523722146	-818.746468254841	2.3082331529764724	1.172523812659081	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	1.1818618600666868	0.5723005312858062	0.11161006108687878	0.5909009647351073	-5.613682403238386	84.30119048708194	2.388902298296097
3236000	-833.9748560867188	-818.575212666071	-15.399643420647712	-818.575212666071	1.8478774212581832	0.7626466541311695	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	0.935926906621039	0.8313295994010945	0.3184757947620584	0.5453964213300877	-5.495177818063954	20.666805126784496	2.3956363992221807
3237000	-826.4888316713478	-814.1322884810784	-12.35654319026947	-814.1322884810784	0.8140284547378125	0.7626466541311695	0.2838304258513511	0.24424270480112703	0.2688221708567681	0.20310469849075355	0.5540791314570434	1.2185549953212584	0.31024847884388074	0.38713786911768716	-4.352365397218341	7.395516758133937	2.7642220943143347
3238000	-826.8326855326685	-814.6889807107583	-12.143704821910196	-814.6889807107583	1.057727398027974	0.7626466541311695	0.2838304258513511	0.23706488573475956	0.27599998992313557	0.20310469849075355	0.33188942325141574	0.9846644278192201	0.1149275559294009	0.33232168087722647	-2.760773791677693	11.350261257338452	4.532366904208072
3239000	-827.800119176453	-816.1617872394675	-11.63833193698552	-816.1617872394675	1.2109826484581836	0.7626466541311695	0.23490481802636332	0.23706488573475956	0.27452058002437596	0.25350971621450097	0.1327153863759315	0.9669571356161907	0.011959494075698325	0.11301222132813549	-3.0374793222128975	21.757322247695424	4.043113747541148
3240000	-829.64954174541	-815.2790260637845	-14.370515681625585	-815.2790260637845	1.329995800375942	0.7626466541311695	0.23490481802636332	0.23706488573475956	0.27452058002437596	0.25350971621450097	0.0758410376200707	0.9361281417502134	0.004699399529137593	0.07284201223962046	-8.5556424816908	22.440024766066795	1.6327880246043462
3241000	-828.8518756878187	-815.2041027190915	-13.647772968727265	-815.2041027190915	1.358446442039221	0.7626466541311695	0.23490481802636332	0.23706488573475956	0.27452058002437596	0.25350971621450097	0.6464001331993283	0.891018928960288	0.3539617831057019	0.6051522181818318	-5.183068926654017	12.951337138768183	2.3517291850324438
3242000	-830.3065688519426	-816.3213713464686	-13.9851975054741	-816.3213713464686	1.3340597967129493	0.7626466541311695	0.23490481802636332	0.23706488573475956	0.27452058002437596	0.25350971621450097	0.5139709215226912	1.029595410606417	0.22845682528778097	0.49243856899731936	-6.073694537569681	10.12411610037377	2.49711857320456
3243000	-834.4956494739733	-821.7326394787028	-12.763009995270544	-821.7326394787028	1.5793344147237869	0.7626466541311695	0.23490481802636332	0.23706488573475956	0.27452058002437596	0.25350971621450097	0.2714583763933424	0.8351321456004561	0.06587669796403472	0.2858787522896517	-5.650213815129766	15.164766243231643	2.2232731629682676
3244000	-827.7297362657793	-816.1159675320412	-11.613768733738052	-816.1159675320412	1.5407755806467698	0.7626466541311695	0.26975145530971056	0.24642123173871008	0.27452058002437596	0.20930673292720323	0.32830426015050446	0.8862192885888595	0.09120400145825812	0.31373189389248907	-7.449689842687835	2.53100918414209	0.8285255454486293
3245000	-836.39899832358	-819.3093532818338	-17.0896450417463	-819.3093532818338	1.4041678299026885	0.8773175173357803	0.26975145530971056	0.24642123173871008	0.27452058002437596	0.20930673292720323	0.6472976789702032	1.0082655959273137	0.36622077327730174	0.6037064682561238	-5.751923122083417	25.983462853618967	4.493082335790289
3246000	-827.6955058582216	-815.4246786786293	-12.270827179592262	-815.4246786786293	1.14500175013096	0.8773175173357803	0.26975145530971056	0.24642123173871008	0.27452058002437596	0.20930673292720323	0.3787185077738787	1.0205669321310975	0.09030751308177755	0.32233757205096003	-3.1889281750629377	13.914901316779297	3.8118107664530934
3247000	-828.0276983409972	-815.26134510624	-12.76635323475721	-815.26134510624	1.058752528857435	0.8773175173357803	0.2944779829478159	0.24642123173871008	0.24979405238627062	0.20930673292720323	0.22608345272225908	0.9790439152687241	0.03697599580170524	0.20235615210300084	-2.3862113171307433	30.818534038266613	4.952085854829539
3248000	-833.5177730271795	-820.5978457649162	-12.919927262263235	-820.5978457649162	1.04787094158837	0.24644400315025872	0.2944779829478159	0.24642123173871008	0.24979405238627062	0.20930673292720323	0.17777176866473476	1.0334245493566216	0.015003601984694578	0.1182840736155726	-2.5721985594681462	47.39593619648827	4.561267974661579
3249000	-832.6196764141291	-820.5696584534292	-12.050017960700004	-820.5696584534292	1.1488083873773176	0.24644400315025872	0.2944779829478159	0.24642123173871008	0.24979405238627062	0.20930673292720323	0.05582209580803435	0.9727476216767623	0.002333571633216498	0.04939935391332363	-3.5910788496377886	42.127066502388224	3.6429434836400776
3250000	-833.2530062725931	-823.8001837382384	-9.452822534354654	-823.8001837382384	1.3225835008623532	0.24644400315025872	0.2944779829478159	0.24642123173871008	0.24979405238627062	0.20930673292720323	0.008960237978121469	1.006349268042022	1.078287946596807E-4	0.010362772505303089	-4.619451399949798	9.347112574925466	2.4879489365849703
3251000	-832.3877616301096	-819.9679386952674	-12.419822934842188	-819.9679386952674	1.391026369096268	0.5785496670459991	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.3185461392393565	0.8947773979372585	0.03383302973254923	0.21560891903875437	-4.85299816937265	11.038325598453637	2.8250834332944508
3252000	-832.147735695908	-815.5114368886411	-16.6362988072668	-815.5114368886411	1.6177290912508901	0.5785496670459991	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.6928811706415583	0.7787782603956895	0.36333384424912946	0.6324927925672768	-4.858384368986929	93.99485951828373	3.556342360595398
3253000	-834.5768128122807	-820.4655789257038	-14.111233886576834	-820.4655789257038	1.754814901776451	0.6822358029258268	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.2183304904977057	0.9886495691168067	0.03536601820978207	0.1975334891473795	-6.416943142986625	16.723681224923066	2.9631226243605813
3254000	-828.9154472601912	-816.049824221791	-12.865623038400194	-816.049824221791	1.2753785329212515	0.6822358029258268	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.33050047194712395	0.8059616336370077	0.046973963769478586	0.2768785583275613	-4.831460648569308	19.643522064335265	2.657475827834074
3255000	-829.2631689894332	-818.2585811921003	-11.00458779733287	-818.2585811921003	1.767265016728154	0.6822358029258268	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.0150102283243336	0.9952089087287661	1.0512762664694156E-4	0.01033519711929728	-5.674337622320701	17.793320561824256	2.302094858389787
3256000	-829.4738022694411	-816.9280929005375	-12.545709368903502	-816.9280929005375	1.082112425176548	0.6822358029258268	0.3042210797109381	0.23667813497558787	0.24329976371965767	0.21580102159381617	0.5081935139896927	0.9537059703906667	0.08449837144138865	0.3083279003355998	-3.567913902754017	13.745545765177832	3.2947658172704952
3257000	-838.4494560033768	-824.5278858040427	-13.921570199334049	-824.5278858040427	1.5537586007935802	0.6822358029258268	0.3042210797109381	0.25269560439178795	0.2272822943034576	0.21580102159381617	0.3191119926452868	0.8774881688468169	0.14817241901766268	0.36660671302584275	-5.856896608776196	14.871152279881155	3.0122763518494478
3258000	-830.1313598456543	-817.957605382843	-12.173754462811246	-817.957605382843	1.0440955334147788	1.2208141433309123	0.3042210797109381	0.25269560439178795	0.2272822943034576	0.21580102159381617	0.02703809318822721	0.9804139122554566	5.211978190335104E-4	0.023152179028300402	-2.120620205348379	46.56764661560823	5.585016001975982
3259000	-833.6640211673721	-822.3504680170255	-11.313553150346571	-822.3504680170255	1.3804280658272372	1.2208141433309123	0.3042210797109381	0.25269560439178795	0.2272822943034576	0.21580102159381617	0.02591103992744058	1.0082667086438006	4.0308404953276803E-4	0.020070042537214117	-4.024562683429129	30.153517418618584	3.278030553544986
3260000	-826.3762902986233	-815.8311062392214	-10.545184059401892	-815.8311062392214	1.3246946829418382	1.2208141433309123	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.025257927233107436	0.999553602718113	3.8057275289858834E-4	0.019485989958307175	-3.800298811277159	12.95358276013775	3.5923182564761498
3261000	-827.0913203263893	-816.9304458000739	-10.16087452631545	-816.9304458000739	0.9175305529405773	1.5084544013727463	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.04818191091140164	1.0059812694188408	0.003136397247812101	0.05583579946455453	-2.9858990411938846	10.639380672254147	3.74434291101213
3262000	-830.3876514646746	-819.3939169329295	-10.993734531745034	-819.3939169329295	0.9334745458698995	1.5084544013727463	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.04260939437561784	1.0150427199060905	0.0016388096401840707	0.04038461191603782	-5.052566167272972	10.86135751993043	2.561065575412715
3263000	-826.1426931303839	-816.1900739905651	-9.952619139818854	-816.1900739905651	1.1968499415868752	1.5084544013727463	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.0857969039536196	0.9977606056398941	0.011825076026249708	0.10635503051053583	-5.658017462245736	3.4635427936486916	1.6220945714260404
3264000	-829.8201072444176	-818.0368094387393	-11.78329780567832	-818.0368094387393	1.2793513575356887	0.5248435505652195	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.3637544928905302	0.959599441934126	0.06681470814912384	0.26396120510771154	-6.741131070793635	3.6280132933135305	1.2315503542748965
3265000	-832.1883559762517	-822.8251089798993	-9.363246996352506	-822.8251089798993	1.761366884193093	1.004477042216911	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.008465491545975172	0.9985302367666936	6.107088635488736E-5	0.007824262965839174	-6.8506960171448466	4.107785322480721	1.1386760162012557
3266000	-832.5064554822386	-819.9627849518345	-12.543670530404125	-819.9627849518345	1.242063475953424	1.004477042216911	0.218760744254396	0.25269560439178795	0.31274262975999967	0.21580102159381617	0.06706640042536234	1.0283607668559946	0.0054568175588492526	0.07271853795154912	-8.828689443436685	7.016031933987075	0.6994636409188337
3267000	-826.9009337314916	-817.5434975101577	-9.357436221333824	-817.5434975101577	1.1530965000261126	1.004477042216911	0.22899165713211245	0.24246469151407152	0.31274262975999967	0.21580102159381617	0.013033449943906308	0.9978204490984423	5.010909789845978E-5	0.007094400009904147	-3.9846639582780794	5.782578189542882	3.4462982696939797
3268000	-825.3692896091646	-815.5157816309365	-9.853507978228071	-815.5157816309365	1.4297876064299584	1.379669458781066	0.22899165713211245	0.24246469151407152	0.31274262975999967	0.21580102159381617	0.028672345218443623	0.9914556980766024	9.329774942154885E-4	0.030693367567643907	-6.737684801055485	3.1288988751435896	1.2521856290039373
3269000	-824.6431871695827	-816.4468494773587	-8.196337692224063	-816.4468494773587	1.4482193464390145	1.4510358279388493	0.22899165713211245	0.24246469151407152	0.31274262975999967	0.21580102159381617	7.611253732532169E-4	1.0001483493524224	5.142485307706192E-7	7.16956096793909E-4	-5.283674170451883	6.276198810633437	2.0674104159944635
3270000	-827.3003877884504	-816.544921045442	-10.755466743008382	-816.544921045442	1.139987557813155	1.4510358279388493	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	7.075865900577992E-4	1.0004465651848908	5.589682820704566E-7	7.474207517239595E-4	-2.6327065443322297	77.61933079194033	4.796175984193048
3271000	-829.1836663851152	-815.9534539235302	-13.230212461584983	-815.9534539235302	0.9051260526115945	1.4510358279388493	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	0.06514633504036497	1.050226831896458	0.0023668929002266226	0.0471017108466493	-2.0325601266701403	33.135208388796265	6.471382798408295
3272000	-829.9128453844793	-816.7326992627592	-13.180146121720155	-816.7326992627592	1.2342285916227158	1.4510358279388493	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	0.08573036960369818	0.9952107019450841	0.008502830204787263	0.09192182363784275	-2.020622788511467	90.04712371320058	5.25320553621685
3273000	-834.0778188681443	-816.9740961829898	-17.10372268515447	-816.9740961829898	1.4965060699064878	1.4510358279388493	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	0.35443178930737645	0.7126912503604799	0.05503919833890577	0.2993562474381264	-0.9761782550076199	1190.0576312660537	6.282761942516874
3274000	-831.949556060408	-813.7382368881216	-18.21131917228642	-813.7382368881216	1.3674029230082776	1.1118091556039018	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	0.40859945513014245	0.8164483042719617	0.09957306707182428	0.3722585024493721	-2.050118037930599	1202.3359190135204	6.235457334001594
3275000	-832.7323234350665	-814.6410029949246	-18.09132044014185	-814.6410029949246	1.6370753216091432	0.986335872291727	0.23194583064944702	0.24246469151407152	0.3097884562426651	0.21580102159381617	0.3583937198567166	0.8290853193453585	0.12380161261865211	0.41031573063381294	-4.352667868771809	325.50740694707275	5.358011100831144
3276000	-831.4473981037117	-818.4509839108002	-12.996414192911558	-818.4509839108002	1.356790731383435	1.4703984256809886	0.21583846327139036	0.24246469151407152	0.3258958236207218	0.21580102159381617	0.21300572879642685	0.8482120493502292	0.05214075217807293	0.25311375518392265	-2.740954761668733	56.13781069588698	4.061394273297719
3277000	-831.2323514519296	-816.7483401733767	-14.484011278552938	-816.7483401733767	1.2792201970322405	1.4703984256809886	0.21583846327139036	0.24246469151407152	0.3258958236207218	0.21580102159381617	0.12448587308755538	0.949481180130066	0.002931619536808853	0.05619758745302771	-3.1220506032941753	93.76744385175454	5.133968611738185
3278000	-837.2996976679118	-822.4572910151948	-14.842406652717022	-822.4572910151948	0.9900047272122855	1.4703984256809886	0.21583846327139036	0.24246469151407152	0.3258958236207218	0.21580102159381617	0.01851270467653958	1.009190425245562	5.754023244783976E-4	0.023982216485729232	-1.2251491331220707	207.45844552253917	7.750041822841428
3279000	-827.3827001745195	-815.1926266432433	-12.19007353127621	-815.1926266432433	1.2761935454482338	1.4703984256809886	0.27464996925904833	0.24246469151407152	0.26708431763306384	0.21580102159381617	0.007451411863463593	1.0043394309344187	1.8312904102760295E-5	0.004266109037536599	-3.8533508913618566	67.98481536359787	4.033106197321998
3280000	-826.9741281470303	-816.2091294447359	-10.764998702294395	-816.2091294447359	0.9846196266662243	1.4703984256809886	0.27464996925904833	0.24246469151407152	0.26708431763306384	0.21580102159381617	6.171618779676932E-4	1.0001096115293406	1.9860070176263003E-7	4.4562769661005163E-4	-2.8196524149352697	73.90417464113992	4.723009335460642
3281000	-823.9321758902845	-812.8482422714511	-11.08393361883343	-812.8482422714511	0.9349818860438539	1.1191371734990754	0.25900520792368187	0.24246469151407152	0.28272907896843036	0.21580102159381617	0.01692340208318843	0.9934698962122329	2.0212895332154867E-4	0.014243971597668227	-1.6587993772433323	28.54104399920551	5.728773890439191
3282000	-829.1059373107631	-816.2739075261787	-12.832029784584407	-816.2739075261787	1.1672436035423184	1.1191371734990754	0.25900520792368187	0.24246469151407152	0.28272907896843036	0.21580102159381617	7.314745909956694E-4	0.9998972064391807	4.945667016039895E-7	7.031869533355053E-4	-2.387152238528734	142.3132624103588	6.630524076020553
3283000	-829.285901841901	-814.5221806211247	-14.763721220776343	-814.5221806211247	1.2507767970192112	1.1191371734990754	0.25900520792368187	0.24246469151407152	0.28272907896843036	0.21580102159381617	0.028980474876404688	1.0050329302379775	6.924651743003652E-4	0.026180118594927655	-4.55324600462424	94.1129182257638	5.04173082166643
3284000	-826.1196401719446	-814.4007463313187	-11.71889384062594	-814.4007463313187	1.0476509409735135	1.1191371734990754	0.25900520792368187	0.2394872283081209	0.28570654217438096	0.21580102159381617	0.019430979755657624	1.0095942234798363	2.3126393727457352E-4	0.015080293622634475	-3.053113550996016	25.378889569708942	5.016665303307784
3285000	-825.1813277810537	-811.8630992960145	-13.318228485039196	-811.8630992960145	1.4013177134566475	1.1191371734990754	0.25900520792368187	0.2394872283081209	0.28570654217438096	0.21580102159381617	0.27872831071438003	1.0469045395022456	0.10071620066055359	0.3079614317037872	-3.7543602313956406	31.079124255117897	3.8069530576476756
3286000	-829.5343460374938	-817.033725044275	-12.500620993218782	-817.033725044275	1.135231229771531	1.1191371734990754	0.25900520792368187	0.2394872283081209	0.28570654217438096	0.21580102159381617	0.4141756845168096	0.8146080372220039	0.06467090756763466	0.30066568530714527	-2.6081792764031766	17.670522265314897	4.163155226765694
3287000	-828.1598989217391	-814.5971947878859	-13.562704133853256	-814.5971947878859	1.3548498463169	0.9512012448945532	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.26702513661583216	0.838115350234948	0.06699980059697498	0.2798630498478613	-2.625523959903296	90.22344194129086	4.22669015016659
3288000	-825.0369601266124	-812.5068256396172	-12.530134486995125	-812.5068256396172	1.1500778305406514	0.9512012448945532	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.017196720938969748	0.9875017214067663	4.1307289246906746E-4	0.020411623808874926	-3.8901455657499633	65.08868568192337	4.172913906257942
3289000	-829.1487637518151	-814.23494743585	-14.913816315964999	-814.23494743585	1.2751111826579995	0.9512012448945532	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.10225135652952849	0.9186398893908871	0.00519890995569756	0.0777113096010126	-3.7818743391412206	67.34317103900918	5.58733963587634
3290000	-830.743705426134	-813.6406258530911	-17.10307957304294	-813.6406258530911	1.289370022681542	0.5699885496469684	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.37077929317664265	0.8263654996576925	0.16707031696256425	0.4715176630798453	-4.684676146887703	213.6951511534783	4.506880760858497
3291000	-829.9273150294447	-814.0027108259089	-15.92460420353574	-814.0027108259089	1.4704950618355144	0.5699885496469684	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	1.0124846187612468	0.8177287703099961	0.17802488925338475	0.5624552558644146	-3.3478121885737213	61.457648664099594	3.768677375263427
3292000	-830.7829931901065	-813.5962252031896	-17.186767986916838	-813.5962252031896	1.7018009397279426	0.5699885496469684	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	1.0124846187612468	0.7779266943553717	0.18010594507812094	0.5940320475665436	-4.956429482991979	78.81174696193757	3.173510103334857
3293000	-837.2057621192841	-818.6318441329178	-18.573917986366418	-818.6318441329178	2.1552687573868154	0.5699885496469684	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.7698348044685421	0.7171560114013151	0.26971663927451867	0.6048600451099767	-5.21724210215791	520.5667707765507	3.173510103334857
3294000	-836.9137325387845	-820.0408399074059	-16.872892631378598	-820.0408399074059	1.861342083744201	0.602749960325986	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.9128487134097724	1.0203958323669655	0.5907363862580369	0.7673475042155798	-4.024486468313763	162.3121265807487	3.3766955115304733
3295000	-835.633081447653	-813.591764617577	-22.041316830076013	-813.591764617577	2.3825014354578404	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.9128487134097724	0.4379435116473279	0.05350931550267057	0.4878349114890997	-7.562198866581262	787.6992168962576	2.9752247277300614
3296000	-830.1797230930165	-815.3011492535256	-14.878573839490882	-815.3011492535256	1.7267529332489397	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.4519934539633483	0.855451425481643	0.27979540480611353	0.5811427459908227	-5.254377983403933	45.17419853696687	2.5092524156843883
3297000	-826.3255945390171	-813.873530778809	-12.452063760208041	-813.873530778809	1.5601292174518766	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.13537657869892084	0.9912478507410716	0.005124272018474397	0.07161287912569353	-4.2693002667324755	23.764743998911236	3.094261643441474
3298000	-831.150805136155	-814.7378495297141	-16.412955606440853	-814.7378495297141	1.148450580381783	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.0967415569988194	1.005761245873049	0.0064791306806192776	0.08008581431043665	-6.119571999977831	90.07179944642805	4.128345420876524
3299000	-834.0018034928881	-814.7935688135217	-19.208234679366466	-814.7935688135217	1.6234856463029483	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.39293219533155976	0.9617281617202348	0.151440084984102	0.44340525719040486	-8.048151852874772	169.1717194684313	2.9438724024694842
3300000	-832.9710202117227	-817.1690984506823	-15.801921761040422	-817.1690984506823	1.4629542245738059	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.40624800921353094	0.7177387527038818	0.04039275068885965	0.2585968944218956	-2.1157608280582796	248.87705525152958	5.033694856313998
3301000	-829.9543404357905	-814.529371860729	-15.424968575061445	-814.529371860729	1.5391893676136212	1.8740238387674257	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.023221633801736485	0.9842655003503848	2.1095565914449303E-4	0.014725276804541977	-4.120843578947824	239.66703415428623	5.009926057108969
3302000	-837.0267465254469	-818.0910244843869	-18.935722041059968	-818.0910244843869	1.0826127762862865	2.121387510929528	0.25900520792368187	0.23039012619568872	0.28570654217438096	0.22489812370624834	0.15139822998732308	1.0060421904820762	0.016715122950734837	0.12885651239096005	-2.246307713978404	1606.6501605563053	7.194368624598173
