Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa1	kappa2	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	YuleModel	birthRate	
0	-664.1718921377131	-655.3093601014436	-8.862532036269483	-655.3093601014436	0.8483403280848697	0.6699803831456271	0.5313730380912317	0.2438867980737762	0.27504338250513644	0.28735223159785345	0.19371758782323392	-6.130911846917789	5.776168408383436	
1	-664.1718921377131	-655.3093601014436	-8.862532036269483	-655.3093601014436	0.8483403280848697	0.6699803831456271	0.5313730380912317	0.2438867980737762	0.27504338250513644	0.28735223159785345	0.19371758782323392	-6.130911846917789	5.776168408383436	
2	-664.1718921377131	-655.3093601014436	-8.862532036269483	-655.3093601014436	0.8483403280848697	0.6699803831456271	0.5313730380912317	0.2438867980737762	0.27504338250513644	0.28735223159785345	0.19371758782323392	-6.130911846917789	5.776168408383436	
3	-660.9635670634722	-654.504826952026	-6.458740111446245	-654.504826952026	1.0195493957710278	1.0680055509498145	0.831866313896446	0.2438867980737762	0.2914693082353767	0.2738161081172491	0.19082778557359797	-3.564931609724117	0.9070196588491308	
4	-660.9635670634722	-654.504826952026	-6.458740111446245	-654.504826952026	1.0195493957710278	1.0680055509498145	0.831866313896446	0.2438867980737762	0.2914693082353767	0.2738161081172491	0.19082778557359797	-3.564931609724117	0.9070196588491308	
5	-659.4122934906069	-653.7820660165067	-5.630227474100156	-653.7820660165067	0.8594561308880942	0.8543451728418294	0.6509528847091179	0.24192355537324917	0.2875331715339446	0.27628541122850736	0.19425786186429894	-2.850378581336402	2.964637891991937	
6	-659.4122934906069	-653.7820660165067	-5.630227474100156	-653.7820660165067	0.8594561308880942	0.8543451728418294	0.6509528847091179	0.24192355537324917	0.2875331715339446	0.27628541122850736	0.19425786186429894	-2.850378581336402	2.964637891991937	
7	-658.7797150529743	-652.6875725262937	-6.092142526680663	-652.6875725262937	0.8296629615383966	0.6971116571353344	0.7666780342761305	0.2309923946457769	0.2749988473758877	0.2852091849539992	0.20879957302433622	-3.3292699909761403	2.762467470221061	
8	-656.0613863878508	-650.5227275010297	-5.538658886821086	-650.5227275010297	0.8566732530229819	1.3986027754490549	0.9118261024915886	0.23378852321446728	0.28116364706080044	0.2748417424784312	0.21020608724630116	-2.4882141687785726	2.143527589719276	
9	-656.0613863878508	-650.5227275010297	-5.538658886821086	-650.5227275010297	0.8566732530229819	1.3986027754490549	0.9118261024915886	0.23378852321446728	0.28116364706080044	0.2748417424784312	0.21020608724630116	-2.4882141687785726	2.143527589719276	
10	-655.3393862353598	-650.1493234419704	-5.190062793389465	-650.1493234419704	0.7774387647513883	0.8243914961428866	0.9118261024915886	0.2454305850144284	0.26825625283880783	0.2780103826534715	0.20830277949329232	-2.353988521045128	1.392780975299136	
11	-652.502862528764	-647.4287683087136	-5.074094220050352	-647.4287683087136	0.8260447303819201	0.8813677009976864	0.7162102806990027	0.2604604402047144	0.26848186301532373	0.2628064584192367	0.2082512383607252	-2.2747981371335992	1.7139559434307219	
