Sample	posterior	ESS(posterior)	likelihood	prior
0	-766.1671991811858	N	-755.7568121452039	-10.410387035981923
1000	-650.9777456828518	2.0	-648.433921003662	-2.5438246791897705
2000	-651.1249143482547	3.0	-647.2480828642383	-3.876831484016375
3000	-650.45532779634	4.0	-646.712370914032	-3.7429568823080177
4000	-650.1740422478041	5.0	-647.7923901887731	-2.3816520590310093
5000	-649.3168262400194	6.0	-646.5275029201812	-2.7893233198381684
6000	-650.9047528381482	7.0	-648.433837413362	-2.47091542478622
7000	-649.076648337442	8.0	-646.073643057293	-3.0030052801489777
8000	-648.2270666409809	9.0	-646.363818641753	-1.8632479992278137
9000	-653.0058951219426	9.0	-651.1633708913273	-1.842524230615231
10000	-649.9300673226597	10.0	-647.1083377219663	-2.821729600693449
11000	-649.0275059998679	11.0	-646.9018597464834	-2.1256462533845144
12000	-648.7318401501238	12.0	-646.611221382129	-2.1206187679949107
13000	-650.0247177474505	13.0	-648.2979607327907	-1.7267570146598141
14000	-649.4101121843929	14.0	-645.4890224545912	-3.9210897298016754
15000	-650.5928319665035	15.0	-647.4622162224126	-3.1306157440908393
16000	-649.2871171396644	16.0	-646.3613895524497	-2.9257275872146393
17000	-649.7012234995299	17.0	-646.465702219757	-3.235521279772942
18000	-651.1517841278135	18.0	-649.4920521999104	-1.6597319279031004
19000	-652.5133296817855	18.0	-648.3219219337344	-4.191407748051089
20000	-649.4018660337356	19.0	-647.197053522106	-2.2048125116295925
21000	-650.8794978137173	20.0	-648.3536375834727	-2.5258602302445974
22000	-649.0612113852661	21.0	-646.7507556140472	-2.310455771218896
23000	-654.479761635604	22.0	-650.7180945438334	-3.761667091770466
24000	-654.6318120965472	11.2	-650.0296293115191	-4.602182785028076
25000	-650.2972296785152	12.1	-646.6741638575334	-3.623065820981881
26000	-648.9933752508668	25.0	-646.8391723679813	-2.154202882885613
27000	-649.2609999409786	26.0	-647.4202037588498	-1.8407961821288596
28000	-653.2566605103601	27.0	-650.5690032318839	-2.687657278476193
29000	-651.1454381102164	27.0	-648.0211176217053	-3.1243204885111404
30000	-648.8159327583164	28.0	-645.965589994668	-2.8503427636484373
31000	-648.4346963622406	29.0	-646.8752299929218	-1.5594663693187374
32000	-652.595258808996	30.0	-648.8726294836692	-3.722629325326846
33000	-650.7724208183238	31.0	-648.2148841336027	-2.5575366847210725
34000	-651.2276373856423	32.0	-648.8504163231047	-2.3772210625376204
35000	-649.4757350943505	33.0	-646.9253640360363	-2.550371058314222
36000	-652.6106340323976	34.0	-648.3901516058036	-4.220482426593989
37000	-650.8689367652694	35.0	-648.0312533468082	-2.8376834184611743
38000	-648.5974522593308	36.0	-645.646736476336	-2.9507157829948714
39000	-651.1882494398462	36.0	-648.2739387034873	-2.9143107363589325
40000	-648.8687330506096	37.0	-646.1543110232319	-2.7144220273777404
41000	-649.3831141141928	38.0	-646.5335277626423	-2.8495863515505535
42000	-654.0179629153783	39.0	-650.0203105296183	-3.9976523857600226
43000	-652.004469357097	40.0	-648.2465597474039	-3.757909609693089
44000	-650.4756453589342	41.0	-648.6503078034451	-1.825337555489168
45000	-652.761517094927	42.0	-649.4973819417777	-3.26413515314924
46000	-653.7944147590235	43.0	-649.5996435349484	-4.194771224075083
47000	-649.3051348884603	44.0	-646.8483934809162	-2.456741407544087
48000	-648.6912671239212	45.0	-646.6487465205464	-2.0425206033748093
49000	-650.0438646933386	45.0	-647.3690243047344	-2.6748403886042666
50000	-649.5792500565796	46.0	-647.6019612360159	-1.9772888205636412
51000	-647.9899932068284	47.0	-645.6291430883009	-2.3608501185275585
52000	-654.4393492052401	48.0	-650.9843045809524	-3.455044624287719
53000	-651.288133950078	49.0	-649.3082572897692	-1.97987666030873
54000	-651.2223862455481	50.0	-648.3666170211741	-2.8557692243740975
55000	-648.6541916468364	51.0	-645.4086829980508	-3.2455086487854983
56000	-653.7000664614313	52.0	-648.0123432020692	-5.68772325936207
57000	-649.5338956979798	53.0	-647.3590328665442	-2.1748628314355587
58000	-648.2967254035669	54.0	-645.4012373951477	-2.8954880084192
