Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-17472.880328833264	-17459.61323490301	N	-17472.880328833264	13.267093930256104
1	-17294.86444817558	-17275.960955532686	2.0	-17294.86444817558	18.903492642894484
2	-15523.719191779186	-15512.410426945538	3.0	-15523.719191779186	11.308764833647711
3	-15052.560589754237	-15036.016097949621	4.0	-15052.560589754237	16.544491804615195
4	-13823.864518831051	-13809.964846137504	3.0	-13823.864518831051	13.899672693546638
5	-12850.61497850296	-12839.774385663597	2.6	-12850.61497850296	10.840592839361609
6	-9674.319339576665	-9676.808139071172	2.8	-9674.319339576665	-2.4887994945082683
7	-9006.281642022339	-9014.885300403028	2.7	-9006.281642022339	-8.603658380689435
8	-7749.7103758759695	-7756.1786056272695	2.6	-7749.7103758759695	-6.468229751299983
9	-7675.4160668482145	-7680.559638764668	2.5	-7675.4160668482145	-5.143571916453668
10	-7637.091410528926	-7641.91730535873	2.6	-7637.091410528926	-4.8258948298043975
11	-7604.6575342672195	-7611.318242756244	2.4	-7604.6575342672195	-6.660708489024312
12	-7346.865304907881	-7353.51422289039	2.4	-7346.865304907881	-6.648917982508845
13	-7296.762525200975	-7303.6923956367555	2.5	-7296.762525200975	-6.929870435780954
14	-7226.65054235344	-7232.0807643748985	2.6	-7226.65054235344	-5.430222021458912
15	-7190.714514533202	-7198.498139509165	2.7	-7190.714514533202	-7.783624975962938
16	-7161.710026397722	-7166.585396339877	2.8	-7161.710026397722	-4.8753699421546655
17	-7131.962404143525	-7138.537268373869	3.0	-7131.962404143525	-6.574864230343281
18	-7121.625861773183	-7127.283915703382	3.1	-7121.625861773183	-5.658053930199179
19	-7092.666962599597	-7097.967066488308	3.5	-7092.666962599597	-5.300103888710922
20	-7092.517802384268	-7099.616814751357	3.7	-7092.517802384268	-7.099012367088979
21	-7075.729680073467	-7081.989157631877	3.9	-7075.729680073467	-6.25947755841023
22	-7074.948773629336	-7080.5790359116245	4.0	-7074.948773629336	-5.630262282288428
23	-7068.985478085994	-7075.035669159114	4.2	-7068.985478085994	-6.050191073119915
24	-7067.089690522866	-7073.968917725044	4.3	-7067.089690522866	-6.879227202178251
25	-7066.9702285156345	-7073.817245389759	4.4	-7066.9702285156345	-6.847016874123767
26	-7063.672587316128	-7069.428944306247	4.6	-7063.672587316128	-5.756356990119784
27	-7063.336805261171	-7069.516005615312	4.7	-7063.336805261171	-6.179200354140822
28	-7061.997554800241	-7068.046326049393	4.9	-7061.997554800241	-6.04877124915227
29	-7060.772109888906	-7068.141113057397	5.7	-7060.772109888906	-7.3690031684909165
30	-7057.261237109245	-7063.999221201119	5.9	-7057.261237109245	-6.7379840918749005
31	-7057.142176622804	-7062.896324607097	6.1	-7057.142176622804	-5.754147984293156
32	-7055.735565709349	-7062.934850352658	6.2	-7055.735565709349	-7.199284643308367
33	-7055.7128219852	-7061.821767400315	6.4	-7055.7128219852	-6.108945415115587
34	-7055.662493887415	-7061.706266931222	6.6	-7055.662493887415	-6.043773043806732
35	-7055.460656166005	-7061.356938857708	6.7	-7055.460656166005	-5.896282691703329
36	-7055.414131854684	-7061.803733786838	6.9	-7055.414131854684	-6.389601932154853
37	-7054.9837718853905	-7063.238516621288	7.1	-7054.9837718853905	-8.254744735897065
38	-7054.8365104582845	-7061.790229122603	7.3	-7054.8365104582845	-6.9537186643180915
39	-7054.774828139193	-7061.574939106226	8.3	-7054.774828139193	-6.800110967033514
40	-7054.611321388265	-7060.9074305190325	8.5	-7054.611321388265	-6.296109130767393
41	-7054.609024838589	-7061.761775038517	8.7	-7054.609024838589	-7.152750199928019
42	-7054.5834138917035	-7062.295007225108	8.9	-7054.5834138917035	-7.711593333404478
43	-7054.5749898486465	-7060.621979843892	9.1	-7054.5749898486465	-6.046989995245583
44	-7054.574958829799	-7060.594968529229	9.4	-7054.574958829799	-6.02000969943063
45	-7054.54754203704	-7060.564354820655	9.5	-7054.54754203704	-6.016812783614635
46	-7054.538830129558	-7060.946069704473	9.7	-7054.538830129558	-6.407239574915638
47	-7054.534299964222	-7060.525115677681	9.9	-7054.534299964222	-5.99081571345996
48	-7054.532858946469	-7060.655430533224	10.1	-7054.532858946469	-6.122571586754662
49	-7054.531422060123	-7060.586978551926	11.3	-7054.531422060123	-6.055556491803139
50	-7054.530525377327	-7060.872288557518	11.5	-7054.530525377327	-6.341763180191078
51	-7054.529080900998	-7060.607556871162	11.7	-7054.529080900998	-6.07847597016398
52	-7054.527964347386	-7060.566608891691	11.9	-7054.527964347386	-6.038644544305397
53	-7054.522422058526	-7060.5356243152	12.2	-7054.522422058526	-6.013202256673669
54	-7054.52116537922	-7061.041888114894	12.4	-7054.52116537922	-6.520722735674175
55	-7054.520626723089	-7062.715986520529	12.6	-7054.520626723089	-8.195359797440432
56	-7054.516394044442	-7060.643826924411	12.8	-7054.516394044442	-6.127432879969431
57	-7054.511390549813	-7060.549190369905	13.0	-7054.511390549813	-6.037799820092445
58	-7054.503761678469	-7060.491919370692	13.3	-7054.503761678469	-5.988157692222803
59	-7054.501991007315	-7060.538422961077	10.3	-7054.501991007315	-6.036431953761671
