Sample	posterior	ESS(posterior)	likelihood	prior	
0	-7069.428944306247	4.6	-7063.672587316128	-5.756356990119784	
1	-7063.999221201119	5.9	-7057.261237109245	-6.7379840918749005	
2	-7063.999221201119	5.9	-7057.261237109245	-6.7379840918749005	
3	-7062.896324607097	6.1	-7057.142176622804	-5.754147984293156	
4	-7062.934850352658	6.2	-7055.735565709349	-7.199284643308367	
5	-7062.934850352658	6.2	-7055.735565709349	-7.199284643308367	
6	-7061.821767400315	6.4	-7055.7128219852	-6.108945415115587	
