Sample	posterior	ESS(posterior)	likelihood	prior	
0	-7250.650440691381	3.7	-7242.269238217337	-8.381202474043251	
1	-7247.113512996255	3.7	-7240.538892048919	-6.574620947336062	
2	-7245.175747988118	3.7	-7238.586159234804	-6.589588753313837	
3	-7244.813916393872	3.8	-7237.517188484216	-7.29672790965643	
4	-7244.813916393872	3.8	-7237.517188484216	-7.29672790965643	
5	-7244.813916393872	3.8	-7237.517188484216	-7.29672790965643	
6	-7244.033802598525	4.0	-7236.351986378947	-7.681816219577682	
