"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-8222.52515946271,4.49648692931438,0.0000819910088569814,7.89113196015398
"2","GTR","relaxed_log_normal","yule",-8266.17902651768,4.36016357241057,9.01846563015939e-24,16.9232309243333
"3","GTR","strict","birth_death",-8228.82005099423,4.84659419232526,0.000000151331582605858,7.72500016420649
"4","GTR","strict","yule",-8260.05957597853,7.0781539431895,4.09992824466296e-21,8.66975741174008
"5","HKY","relaxed_log_normal","birth_death",-8223.4324722763,4.01230672117836,0.0000330921726824542,14.5976831409404
"6","HKY","relaxed_log_normal","yule",-8232.77222398625,5.36548163622759,0.00000000290751960589716,4.52371327209614
"7","HKY","strict","birth_death",-8224.18020573822,4.02969934064881,0.0000156671054116433,8.93143630452831
"8","HKY","strict","yule",-8229.68609137286,5.15852812095966,0.0000000636521410305539,9.31711237166076
"9","JC69","relaxed_log_normal","birth_death",-8213.46757925709,3.32657653631952,0.703757980814,6.16025488634726
"10","JC69","relaxed_log_normal","yule",-8214.54603349153,3.1938198009079,0.239362774335697,5.81488520616004
"11","JC69","strict","birth_death",-8216.03005717062,3.81298789403591,0.0542691869436,8.55802708347898
"12","TN93","relaxed_log_normal","birth_death",-8230.78274536672,6.12545276288659,0.0000000212589709392427,7.20797703906072
"13","TN93","relaxed_log_normal","yule",-8219.15288395338,4.23938103597095,0.0023896091655367,5.08496739779071
"14","TN93","strict","birth_death",-8222.4379852379,4.33606540986933,0.0000894593040013399,4.87867956050882
"15","TN93","strict","yule",-8255.77721396391,3.91575747705606,2.96881030212744e-19,9.79715334910995
