Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-10363.608982527436	-10370.866265948218	N	-10363.608982527436	-7.257283420782343
1	-8986.296954766027	-8992.404956255505	2.0	-8986.296954766027	-6.108001489477678
2	-8544.229681497967	-8549.089065370748	3.0	-8544.229681497967	-4.859383872781302
3	-8108.722002779061	-8125.641909456165	4.0	-8108.722002779061	-16.91990667710445
4	-7831.391203484653	-7842.514015589185	3.5	-7831.391203484653	-11.122812104532594
5	-7653.790010794587	-7662.668096039708	3.0	-7653.790010794587	-8.878085245121222
6	-7612.395422557238	-7623.627362043833	3.0	-7612.395422557238	-11.231939486595795
7	-7575.617410589928	-7586.988830007185	3.1	-7575.617410589928	-11.37141941725707
8	-7553.295647109527	-7566.058180798811	3.3	-7553.295647109527	-12.762533689284503
9	-7532.693037158848	-7545.20735791297	3.1	-7532.693037158848	-12.514320754122604
10	-7499.116169181487	-7509.138922824003	3.3	-7499.116169181487	-10.022753642516692
11	-7353.58328247755	-7359.779511212168	3.6	-7353.58328247755	-6.196228734617453
12	-7348.361922095622	-7357.61998138567	3.7	-7348.361922095622	-9.258059290048624
13	-7307.925545652562	-7319.470285190513	3.7	-7307.925545652562	-11.544739537951772
14	-7300.991399680891	-7308.849923493	3.8	-7300.991399680891	-7.858523812108949
15	-7280.94062832091	-7287.829533964295	3.8	-7280.94062832091	-6.888905643384318
16	-7259.827046082727	-7266.116905115352	3.9	-7259.827046082727	-6.289859032625092
17	-7257.396779747557	-7263.772241238126	3.8	-7257.396779747557	-6.375461490569704
18	-7255.581922344869	-7262.322823792135	3.9	-7255.581922344869	-6.74090144726557
19	-7254.060516861241	-7260.095515539966	3.5	-7254.060516861241	-6.034998678724852
20	-7250.660588513801	-7256.8063087943265	3.6	-7250.660588513801	-6.145720280525852
21	-7250.579738468843	-7257.404618636541	3.6	-7250.579738468843	-6.824880167698282
22	-7242.269238217337	-7250.650440691381	3.7	-7242.269238217337	-8.381202474043251
23	-7240.538892048919	-7247.113512996255	3.7	-7240.538892048919	-6.574620947336062
24	-7238.586159234804	-7245.175747988118	3.7	-7238.586159234804	-6.589588753313837
25	-7237.517188484216	-7244.813916393872	3.8	-7237.517188484216	-7.29672790965643
26	-7236.628154521868	-7243.800941407287	3.8	-7236.628154521868	-7.17278688541897
27	-7236.503978293596	-7242.8722585269625	3.9	-7236.503978293596	-6.368280233366187
28	-7236.351986378947	-7244.033802598525	4.0	-7236.351986378947	-7.681816219577682
29	-7236.349007426061	-7243.033332518256	3.6	-7236.349007426061	-6.684325092196099
30	-7236.245994131814	-7243.650062645475	3.7	-7236.245994131814	-7.4040685136615405
31	-7236.192443683749	-7242.609453307297	3.8	-7236.192443683749	-6.417009623548498
32	-7236.158674688482	-7242.662585823765	3.9	-7236.158674688482	-6.50391113528247
33	-7236.146589655996	-7243.21399613422	4.0	-7236.146589655996	-7.067406478223933
34	-7236.135305853823	-7243.163589687784	4.1	-7236.135305853823	-7.028283833961146
35	-7236.12839420552	-7242.699100810464	4.2	-7236.12839420552	-6.5707066049449026
36	-7236.094564971586	-7243.211662375401	4.3	-7236.094564971586	-7.117097403815045
37	-7236.08942176689	-7243.188430387573	4.4	-7236.08942176689	-7.099008620682534
38	-7236.081741194965	-7242.530854511312	4.4	-7236.081741194965	-6.449113316347752
39	-7236.07387352444	-7242.506874977874	4.2	-7236.07387352444	-6.433001453433848
40	-7236.0731106562525	-7242.589594917532	4.3	-7236.0731106562525	-6.516484261279331
41	-7236.060728566251	-7242.438354531944	4.4	-7236.060728566251	-6.377625965693427
42	-7236.051212265331	-7242.5410134194235	4.5	-7236.051212265331	-6.489801154092233
43	-7236.050024152478	-7243.467172546396	4.6	-7236.050024152478	-7.417148393917622
44	-7236.0499348940475	-7244.771858989549	4.7	-7236.0499348940475	-8.721924095502185
45	-7236.045206857361	-7242.556368248589	4.8	-7236.045206857361	-6.511161391227614
46	-7236.044649177884	-7242.7547170869	4.9	-7236.044649177884	-6.710067909016574
47	-7236.031418772229	-7242.522314872083	5.0	-7236.031418772229	-6.490896099854422
48	-7236.021422580158	-7242.682189475742	5.1	-7236.021422580158	-6.660766895583747
