Sample	posterior	ESS(posterior)	likelihood	prior	
0	-6704.951676307932	4.7	-6698.754717682494	-6.196958625438203	
1	-6704.951676307932	4.7	-6698.754717682494	-6.196958625438203	
2	-6704.951676307932	4.7	-6698.754717682494	-6.196958625438203	
3	-6704.5577942227865	4.8	-6698.448319290167	-6.109474932619056	
4	-6702.974353286773	5.1	-6696.79698396875	-6.177369318023329	
5	-6702.974353286773	5.1	-6696.79698396875	-6.177369318023329	
