Sample	NSlikelihood	posterior	ESS(posterior)	likelihood	prior
0	-14717.595353857032	-14713.708340028676	N	-14717.595353857032	3.887013828356194
1	-11796.207949156553	-11798.707291450412	2.0	-11796.207949156553	-2.4993422938579055
2	-11045.085248283525	-11046.253511866073	3.0	-11045.085248283525	-1.168263582547235
3	-10865.921982294894	-10863.574908786522	4.0	-10865.921982294894	2.347073508372656
4	-9953.256363148377	-9960.46562249488	4.2	-9953.256363148377	-7.209259346501451
5	-9950.567332539831	-9962.274036173192	3.7	-9950.567332539831	-11.706703633360213
6	-9669.984966102833	-9689.463164421328	3.5	-9669.984966102833	-19.478198318495522
7	-9372.33568825204	-9393.184067956268	3.6	-9372.33568825204	-20.848379704228442
8	-8888.212527619895	-8911.601029975764	3.7	-8888.212527619895	-23.38850235586918
9	-8484.942973243693	-8501.758539452247	2.8	-8484.942973243693	-16.81556620855433
10	-8425.785947737173	-8447.933885456203	2.8	-8425.785947737173	-22.14793771903007
11	-8326.544193272986	-8339.404766285212	2.6	-8326.544193272986	-12.860573012225643
12	-7977.802543246243	-7985.205265185272	2.6	-7977.802543246243	-7.4027219390291235
13	-7507.612010897087	-7509.789378576736	2.6	-7507.612010897087	-2.177367679649292
14	-7371.065055737368	-7377.652218988162	2.6	-7371.065055737368	-6.587163250793672
15	-7291.391842999583	-7292.410708164617	2.6	-7291.391842999583	-1.0188651650344418
16	-7259.598008416182	-7266.588732348227	2.6	-7259.598008416182	-6.990723932044881
17	-7178.147801416961	-7188.9373664320765	2.5	-7178.147801416961	-10.789565015116139
18	-7120.6492822148675	-7133.055290664036	2.5	-7120.6492822148675	-12.406008449168825
19	-7002.11509574219	-7007.66130176439	2.5	-7002.11509574219	-5.546206022200402
20	-6687.913734510637	-6693.339137553827	2.5	-6687.913734510637	-5.425403043189808
21	-6661.400631691132	-6669.532833209261	2.6	-6661.400631691132	-8.132201518129396
22	-6656.030262146653	-6661.970739488077	2.6	-6656.030262146653	-5.9404773414243
23	-6640.149484341295	-6644.577928385762	2.6	-6640.149484341295	-4.428444044467295
24	-6634.756118355045	-6639.440228483387	2.6	-6634.756118355045	-4.684110128341319
25	-6621.84645523615	-6627.612652802557	2.6	-6621.84645523615	-5.766197566406391
26	-6618.883042918358	-6623.331558855961	2.7	-6618.883042918358	-4.448515937602274
27	-6546.457182430475	-6552.194464467505	2.7	-6546.457182430475	-5.737282037030125
28	-6534.622679830694	-6541.024915375584	2.7	-6534.622679830694	-6.402235544889342
29	-6526.428400486054	-6535.748195969043	2.8	-6526.428400486054	-9.31979548298926
30	-6517.736746961604	-6523.51257619109	2.8	-6517.736746961604	-5.775829229486797
31	-6504.5368921517265	-6511.001976275359	2.9	-6504.5368921517265	-6.465084123632572
32	-6499.174693511605	-6504.546835715755	2.9	-6499.174693511605	-5.372142204150056
33	-6497.183175240911	-6503.785264070422	3.0	-6497.183175240911	-6.6020888295116
34	-6496.042424154128	-6502.495137824888	3.0	-6496.042424154128	-6.452713670759914
35	-6494.453723276664	-6500.819493340532	3.0	-6494.453723276664	-6.365770063867482
36	-6493.8710132823435	-6501.12587865155	3.1	-6493.8710132823435	-7.254865369206968
37	-6490.221519807806	-6496.3029440256405	3.2	-6490.221519807806	-6.081424217834508
38	-6487.979681528922	-6493.731077227489	3.2	-6487.979681528922	-5.7513956985664745
39	-6487.540195886226	-6494.384111608961	3.2	-6487.540195886226	-6.843915722735151
40	-6486.036357822011	-6491.254992080959	3.3	-6486.036357822011	-5.218634258947743
41	-6484.703274057105	-6489.872316218128	3.3	-6484.703274057105	-5.169042161022646
42	-6466.139020999971	-6471.884181940206	3.4	-6466.139020999971	-5.745160940235447
