#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="YuleModel.t:alignment_twin" spec="beast.evolution.speciation.YuleModel">
#            <parameter id="birthRate.t:alignment_twin" name="birthDiffRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            <tree id="Tree.t:alignment_twin" spec="beast.evolution.tree.Tree">
#                <taxonset id="TaxonSet.alignment_twin" spec="beast.evolution.alignment.TaxonSet">
#                </taxonset>
#            </tree>
#        </distribution>
#        <prior id="YuleBirthRatePrior.t:alignment_twin" name="distribution" x="@birthRate.t:alignment_twin">
#            <Uniform id="Uniform.100" name="distr" upper="Infinity"/>
#        </prior>
#        <prior id="KappaPrior.s:alignment_twin" name="distribution">
#            <parameter id="kappa.s:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">2.0</parameter>
#            <LogNormal id="LogNormalDistributionModel.0" name="distr">
#                <parameter estimate="false" id="RealParameter.0" name="M" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="RealParameter.1" lower="0.0" name="S" spec="beast.core.parameter.RealParameter" upper="Infinity">1.25</parameter>
#            </LogNormal>
#        </prior>
#        <prior id="ucldStdevPrior.c:alignment_twin" name="distribution">
#            <parameter id="ucldStdev.c:alignment_twin" lower="0.0" name="x" spec="beast.core.parameter.RealParameter">0.1</parameter>
#            <Gamma id="Gamma.1" name="distr">
#                <parameter estimate="false" id="RealParameter.2" name="alpha" spec="beast.core.parameter.RealParameter">0.5396</parameter>
#                <parameter estimate="false" id="RealParameter.3" name="beta" spec="beast.core.parameter.RealParameter">0.3819</parameter>
#            </Gamma>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@alignment_twin" id="treeLikelihood.alignment_twin" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:alignment_twin">
#            <siteModel id="SiteModel.s:alignment_twin" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:alignment_twin" name="mutationRate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:alignment_twin" name="shape" spec="beast.core.parameter.RealParameter">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:alignment_twin" lower="0.0" name="proportionInvariant" spec="beast.core.parameter.RealParameter" upper="1.0">0.0</parameter>
#                <substModel id="hky.s:alignment_twin" kappa="@kappa.s:alignment_twin" spec="beast.evolution.substitutionmodel.HKY">
#                    <frequencies id="estimatedFreqs.s:alignment_twin" spec="beast.evolution.substitutionmodel.Frequencies">
#                        <parameter dimension="4" id="freqParameter.s:alignment_twin" lower="0.0" name="frequencies" spec="beast.core.parameter.RealParameter" upper="1.0">0.25</parameter>
#                    </frequencies>
#                </substModel>
#            </siteModel>
#            <branchRateModel id="RelaxedClock.c:alignment_twin" spec="beast.evolution.branchratemodel.UCRelaxedClockModel" tree="@Tree.t:alignment_twin">
#                <LogNormal S="@ucldStdev.c:alignment_twin" id="LogNormalDistributionModel.c:alignment_twin" meanInRealSpace="true" name="distr">
#                    <parameter estimate="false" id="RealParameter.4" lower="0.0" name="M" spec="beast.core.parameter.RealParameter" upper="1.0">1.0</parameter>
#                </LogNormal>
#                <rateCategories dimension="10" id="rateCategories.c:alignment_twin" spec="beast.core.parameter.IntegerParameter">1</rateCategories>
#                <parameter estimate="false" id="ucldMean.c:alignment_twin" name="clock.rate" spec="beast.core.parameter.RealParameter">1.0</parameter>
#            </branchRateModel>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	kappa	freqParameter.1	freqParameter.2	freqParameter.3	freqParameter.4	ucldStdev	rate.mean	rate.variance	rate.coefficientOfVariation	YuleModel	birthRate
0	-8335.633296328142	-8325.176158691957	-10.45713763618635	-8325.176158691957	3.6143155564587808	2.0	0.25	0.25	0.25	0.25	0.1	0.9789087664533511	0.004817612021413343	0.06821694221231839	-9.411141747332865	1.0
1000	-6517.768936227939	-6509.966261058976	-7.802675168963255	-6509.966261058976	1.7832042652298674	2.0	0.25350506363049485	0.25	0.24649493636950512	0.25	0.3960769551639498	0.6921266020361723	0.01481923873884493	0.15556000866915712	-5.3476935550365585	1.1458881920820647
2000	-6514.131677549675	-6507.405112649296	-6.726564900378949	-6507.405112649296	1.3560244451826295	2.0	0.25350506363049485	0.24683351342408644	0.24643013959908006	0.2532312833463386	0.28336123428180043	0.7670923545886844	0.024795125916236654	0.19164041588340805	-4.720909393083721	1.7818312470436444
3000	-6513.978380507131	-6508.62334611874	-5.3550343883906395	-6508.62334611874	1.0910585634556182	2.0	0.25350506363049485	0.24683351342408644	0.24643013959908006	0.2532312833463386	0.2336783518889242	1.0756839776773295	0.06624295022118476	0.259085626274961	-3.5682273347909157	0.9491998281891721
4000	-6517.735583717095	-6510.436561739362	-7.299021977732619	-6510.436561739362	1.124241920227507	2.0	0.2519275206137729	0.24389498894909073	0.25094620709079773	0.2532312833463386	0.4192172821276509	1.0159621780334385	0.01556855818347515	0.1225356903365276	-4.757305833264986	2.860519983002516
5000	-6513.952196896218	-6509.228876251879	-4.723320644339207	-6509.228876251879	0.9184563636544971	2.0	0.2519275206137729	0.24389498894909073	0.25094620709079773	0.2532312833463386	0.09871134984938994	0.9712004393576104	0.009890581052561808	0.10481825674191174	-3.6866705728942577	0.7638587257221444
6000	-6470.934312313667	-6466.686937451712	-4.247374861954542	-6466.686937451712	0.9922114563793242	1.1003085476122898	0.24452464990257053	0.24389498894909073	0.25834907780200006	0.2532312833463386	0.2781350727279841	1.0714732433851275	0.05135611408784935	0.2205831819328917	-2.6299159358024786	1.568269376594216
7000	-6469.086133713159	-6465.095997817113	-3.9901358960460014	-6465.095997817113	0.7894704151408432	1.1003085476122898	0.24452464990257053	0.24389498894909073	0.25834907780200006	0.2532312833463386	0.2819450049937677	1.1107316009342714	0.05787883248214868	0.22844145495703172	-2.356436895505493	1.182678759697262
8000	-6472.00792919157	-6467.668849878929	-4.339079312640659	-6467.668849878929	0.8927211194030775	1.1003085476122898	0.24452464990257053	0.2470909114414109	0.25834907780200006	0.25003536085401845	0.3037967912499494	1.084228019074765	0.08951471482976452	0.31096014575219466	-2.6137942284766384	1.896938697773725
9000	-6466.804239162779	-6462.983095146954	-3.8211440158251606	-6462.983095146954	0.8412537681024641	1.09175972775459	0.24452464990257053	0.24897032097696858	0.2564696682664424	0.25003536085401845	0.21763581711997326	1.0829345260630423	0.041991163068020344	0.20606625226092976	-2.4782958633546737	2.226718477370288
10000	-6467.300670065067	-6463.716859127709	-3.5838109373584706	-6463.716859127709	0.9673172300488212	1.09175972775459	0.24452464990257053	0.24546424101879402	0.25275880546324303	0.25725230361539236	0.12565008096894412	1.01162935368921	0.009242546489107247	0.09209855425542615	-2.7347341325699794	2.196827660671154
11000	-6470.712829782609	-6467.7918740056175	-2.920955776991577	-6467.7918740056175	0.9349592237430818	1.09175972775459	0.25225751372620897	0.24546424101879402	0.24632636087735957	0.2559518843776374	0.021841259085210524	1.000408694005013	3.7263754107740233E-4	0.019477098772706605	-3.149262902492385	2.7791073366089463
12000	-6470.330250752681	-6466.694354566074	-3.6358961866075035	-6466.694354566074	1.001303739937794	1.09175972775459	0.25225751372620897	0.24546424101879402	0.24632636087735957	0.2559518843776374	0.09959163705083614	0.9286968913498119	0.005777811765343458	0.08089105342272356	-2.9620604827319865	1.564562994503279
13000	-6471.145707812483	-6469.133191691515	-2.0125161209681908	-6469.133191691515	0.8387276253730466	1.09175972775459	0.24283677229074435	0.25125237432824	0.2499589690033782	0.2559518843776374	0.033181391947400836	1.011603596119125	0.0015218747559428254	0.039151718576065996	-2.0185953057228274	1.7596399183636833
14000	-6474.470009380622	-6466.77175535432	-7.698254026302154	-6466.77175535432	1.1267678102446148	1.09175972775459	0.25362498421493684	0.24990542506211638	0.24051770634530933	0.2559518843776374	0.08594403083518784	0.9787915284137114	0.007049796561854497	0.08458594896505206	-7.128009029187994	4.120398704927587
15000	-6468.439084342646	-6465.136425518643	-3.302658824003551	-6465.136425518643	1.0102389259143163	1.09175972775459	0.25362498421493684	0.2415143825736254	0.24890874883380032	0.2559518843776374	0.04771116646028893	1.0184624981588366	0.003687652071058702	0.06074292208733979	-3.103485652498263	2.1881229738668337
16000	-6466.642020296174	-6464.433762689335	-2.208257606840009	-6464.433762689335	0.9921989657823355	1.09175972775459	0.25362498421493684	0.2415143825736254	0.24890874883380032	0.2559518843776374	0.01366260925495447	0.9977676335322649	1.4097436173756778E-4	0.011923845865964622	-2.673971528563355	1.5734127779150027
17000	-6470.320166629623	-6467.950938577397	-2.3692280522259286	-6467.950938577397	0.9723609236734587	1.09175972775459	0.25362498421493684	0.23840801362037764	0.24890874883380032	0.2590582533308851	0.017482828566184088	1.0038725587282937	1.2642208087022084E-4	0.01119850080096616	-2.711424249514498	1.4815758573623927
18000	-6470.3758866687685	-6468.981715959093	-1.3941707096752198	-6468.981715959093	0.9148422055588141	0.8018088415229118	0.25362498421493684	0.24802431012240786	0.23991390128945697	0.25843680437319827	0.0040522310287541535	1.0002728008263018	1.5306049567071526E-5	0.003916073049169441	-2.5425940123808237	1.4263155478747924
19000	-6467.802201117874	-6464.700943250904	-3.101257866969703	-6464.700943250904	1.0158027992645613	0.8018088415229118	0.25362498421493684	0.24802431012240786	0.23991390128945697	0.25843680437319827	0.012195922170188328	0.9978836301706027	4.63607725303127E-5	0.006809238868416545	-3.7210726291039022	0.7825310791625356
20000	-6471.104008594411	-6469.039322633854	-2.0646859605575694	-6469.039322633854	1.070959649875093	0.8018088415229118	0.25362498421493684	0.24610295184123626	0.23991390128945697	0.2603581626543699	0.0036209482332724093	0.999963150246752	9.230269939866397E-6	0.0030341942183824038	-3.2660481506173946	1.0462062357375932
21000	-6467.950485896385	-6465.655646042637	-2.2948398537470904	-6465.655646042637	0.9202160837701627	0.8018088415229118	0.25362498421493684	0.24610295184123626	0.23991390128945697	0.2603581626543699	0.015556349321132656	1.0071422870255724	9.156172841555415E-5	0.009520825089821607	-2.793809112663534	2.3793564598555634
22000	-6470.691743880064	-6468.6999937992305	-1.9917500808335178	-6468.6999937992305	0.9673606360340461	0.8018088415229118	0.25362498421493684	0.24610295184123626	0.23991390128945697	0.2603581626543699	0.012222604341002388	1.0006479574613245	2.0873529670050275E-4	0.014412122516026851	-2.610488815734427	1.8963284135748377
23000	-6467.556759413086	-6465.653783044637	-1.902976368449119	-6465.653783044637	0.9166433429329878	0.8018088415229118	0.25362498421493684	0.24610295184123626	0.23991390128945697	0.2603581626543699	0.014152999822780165	0.9965777411178817	1.8879953326813909E-4	0.013746267361978039	-2.4491475395329827	1.832426957239255
24000	-6468.710374929648	-6466.092338475806	-2.6180364538426546	-6466.092338475806	0.9829903989504661	0.8018088415229118	0.25362498421493684	0.24610295184123626	0.23991390128945697	0.2603581626543699	0.025513474249324708	0.9809025701690188	2.108417866847357E-4	0.014702690834674507	-2.863155812590184	1.9908521964654693
25000	-6470.172049754719	-6467.745602422641	-2.4264473320785926	-6467.745602422641	0.9114705014358423	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.23991390128945697	0.2603581626543699	0.03318453770750439	0.9869037474875868	6.587159392655259E-4	0.025901750579036986	-2.530451395930624	1.8796129599621187
26000	-6469.189405086574	-6466.677896381004	-2.511508705569967	-6466.677896381004	1.0322875400459106	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.23991390128945697	0.2603581626543699	0.015124111812097704	0.9984236431053046	1.9657175009782612E-4	0.013982374805144596	-3.024583196669175	1.951491288053478
27000	-6468.647962140047	-6466.402480245813	-2.2454818942335093	-6466.402480245813	0.9328927250106638	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.23991390128945697	0.2603581626543699	0.01909650817026772	0.9852229025233534	1.9045843157088806E-4	0.013966371316830031	-2.64078243128758	2.011044964873302
28000	-6469.772027148548	-6468.231165254966	-1.5408618935818512	-6468.231165254966	0.9007418424949283	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.2396170185111623	0.2606550454326646	0.003215299967128253	0.9993383667531848	1.1312437972952521E-5	0.00336464876117046	-2.797988822478859	1.0999833052506007
29000	-6471.008094140081	-6466.543920941192	-4.464173198889833	-6466.543920941192	0.9583369292112425	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.2396170185111623	0.2606550454326646	0.005232215025504526	0.9984711621377574	3.292542509029654E-5	0.0057449152430312225	-5.4918436316389	0.4371469406708084
30000	-6468.148258660323	-6467.079884640085	-1.0683740202388252	-6467.079884640085	0.9481172367207694	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.2396170185111623	0.2606550454326646	0.001375534068774813	1.0001662885870637	2.729528146525033E-6	0.0016518638308463014	-2.7212341324865927	2.315921392344048
31000	-6470.287639911441	-6468.08649937523	-2.2011405362110814	-6468.08649937523	1.032821254189031	0.8018088415229118	0.2464315505640886	0.2532963854920845	0.2396170185111623	0.2606550454326646	0.01281832463871827	0.9914967610589464	1.090153111793797E-4	0.01048419462450537	-2.796409544698429	1.5732479308106322
32000	-6467.1665733038035	-6465.21602964481	-1.9505436589934524	-6465.21602964481	0.9369375170146048	1.0194980542422523	0.2550982998912273	0.2532963854920845	0.2396170185111623	0.2519882961055259	0.010485997786285565	0.9938541165530601	9.574336474704139E-5	0.009806822099497653	-2.573407415756731	1.7175257890880138
