"","site_model_name","clock_model_name","tree_prior_name","marg_log_lik","marg_log_lik_sd","weight","ess"
"1","GTR","relaxed_log_normal","birth_death",-8216.49945496571,5.99326447667491,0.00000000660877904125562,9.22324473562647
"2","GTR","relaxed_log_normal","yule",-8245.07198438314,5.32456173033634,2.57768219574984e-21,6.62701698057131
"3","GTR","strict","birth_death",-8221.43199590775,4.5192472438339,4.76371662364315e-11,12.5846223872351
"4","GTR","strict","yule",-8222.68145659114,7.07986688653105,1.36556393631463e-11,5.28763673060631
"5","HKY","relaxed_log_normal","birth_death",-8198.75065766428,4.08253232847681,0.33754055511077,4.17710271589264
"6","HKY","relaxed_log_normal","yule",-8198.68195162791,3.40474457613463,0.361546875545706,11.8361040717048
"7","HKY","strict","birth_death",-8214.4049149582,6.01859413469941,0.0000000536745484163081,4.80612381337225
"8","HKY","strict","yule",-8202.52625046624,3.67904422264474,0.00773761007762193,12.4018574446184
"9","JC69","relaxed_log_normal","birth_death",-8206.69853364436,4.79427353464546,0.000119290890143765,9.05506850043034
"10","JC69","relaxed_log_normal","yule",-8201.72946406442,4.59819023668931,0.0171651173975801,5.20064644050024
"11","JC69","strict","birth_death",-8199.44262960319,4.15929156140025,0.168968740013324,6.38109965215282
"12","TN93","relaxed_log_normal","birth_death",-8215.39430266668,5.60069484043204,0.0000000199564265031726,9.92455418885361
"13","TN93","relaxed_log_normal","yule",-8208.8988259145,5.15905731964513,0.0000132139447859834,6.71995250544994
"14","TN93","strict","birth_death",-8199.90128149227,4.49332782598296,0.106811098364296,9.17771980118416
"15","TN93","strict","yule",-8206.90108396988,4.72803931431957,0.0000974183547250552,8.77968670131487
